,id_x,provinsi_x,lat_x,long_x,id_y,provinsi_y,lat_y,long_y,jarak
174,15,JAMBI,-1.49985,102.46179,64,KALIMANTAN TIMUR,0.48299,116.47902,1574.0260004126258
175,15,JAMBI,-1.49985,102.46179,65,KALIMANTAN UTARA,3.08549,116.04875,1593.9986170498025
176,15,JAMBI,-1.49985,102.46179,71,SULAWESI UTARA,0.63092,124.01862,2408.4874147080664
177,15,JAMBI,-1.49985,102.46179,72,SULAWESI TENGAH,-1.39519,121.45617,2111.433144753955
178,15,JAMBI,-1.49985,102.46179,73,SULAWESI SELATAN,-3.67159,119.83888,1945.195868514781
179,15,JAMBI,-1.49985,102.46179,74,SULAWESI TENGGARA,-4.06342,122.29421,2220.827840367563
180,15,JAMBI,-1.49985,102.46179,75,GORONTALO,0.70103,122.48148,2239.3121002249513
181,15,JAMBI,-1.49985,102.46179,76,SULAWESI BARAT,-2.85719,119.04715,1848.9951143979151
182,15,JAMBI,-1.49985,102.46179,81,MALUKU,-3.26327,130.06423,3072.6928215280423
183,15,JAMBI,-1.49985,102.46179,82,MALUKU UTARA,1.61056,127.75427,2833.240960113384
184,15,JAMBI,-1.49985,102.46179,91,PAPUA,-4.21805,138.17283,3976.9085611355763
185,15,JAMBI,-1.49985,102.46179,92,PAPUA BARAT,-1.36991,133.08497,3404.082984994973
186,15,JAMBI,-1.49985,102.46179,92,PAPUA BARAT DAYA,-0.83268,131.377645,3215.4578853147113
187,15,JAMBI,-1.49985,102.46179,93,PAPUA SELATAN,-8.17248,140.52879,4279.570681722909
188,15,JAMBI,-1.49985,102.46179,94,PAPUA TENGAH,-3.36523,135.48951,3674.8106153905874
189,15,JAMBI,-1.49985,102.46179,95,PAPUA PEGUNUNGAN,-4.07131,139.39152,4110.983964848157
190,16,SUMATERA SELATAN,-3.32676,103.91272,11,ACEH,4.72669,96.77379,1196.2171179429242
191,16,SUMATERA SELATAN,-3.32676,103.91272,12,SUMATERA UTARA,2.12579,99.37188,788.8716517142227
192,16,SUMATERA SELATAN,-3.32676,103.91272,13,SUMATERA BARAT,-0.75286,100.61145,465.2646646012736
193,16,SUMATERA SELATAN,-3.32676,103.91272,14,RIAU,0.30169,101.69065,473.0452427139958
194,16,SUMATERA SELATAN,-3.32676,103.91272,15,JAMBI,-1.49985,102.46179,259.32271380946327
195,16,SUMATERA SELATAN,-3.32676,103.91272,16,SUMATERA SELATAN,-3.32676,103.91272,0.0
196,16,SUMATERA SELATAN,-3.32676,103.91272,17,BENGKULU,-3.56246,102.35309,175.08247176546098
197,16,SUMATERA SELATAN,-3.32676,103.91272,18,LAMPUNG,-4.56169,105.35187,210.57670507483672
198,16,SUMATERA SELATAN,-3.32676,103.91272,19,BANGKA BELITUNG,-2.79266,106.44924,287.83885488252275
199,16,SUMATERA SELATAN,-3.32676,103.91272,21,KEPULAUAN RIAU,1.11699,104.11385,494.6285643693662
200,16,SUMATERA SELATAN,-3.32676,103.91272,31,DKI JAKARTA,-6.19392,106.82203,453.3787053521627
201,16,SUMATERA SELATAN,-3.32676,103.91272,32,JAWA BARAT,-7.07702,107.64578,587.1324943637304
202,16,SUMATERA SELATAN,-3.32676,103.91272,33,JAWA TENGAH,-7.13163,110.29649,823.7106595018008
203,16,SUMATERA SELATAN,-3.32676,103.91272,34,DI YOGYAKARTA,-7.85228,110.34945,871.9878272606404
204,16,SUMATERA SELATAN,-3.32676,103.91272,35,JAWA TIMUR,-7.49599,112.21402,1029.075235027115
205,16,SUMATERA SELATAN,-3.32676,103.91272,36,BANTEN,-6.41017,106.06597,417.67584765599804
206,16,SUMATERA SELATAN,-3.32676,103.91272,51,BALI,-8.42503,115.19479,1370.2435720867152
207,16,SUMATERA SELATAN,-3.32676,103.91272,52,NUSA TENGGARA BARAT,-8.61446,117.40105,1602.8499829689874
208,16,SUMATERA SELATAN,-3.32676,103.91272,53,NUSA TENGGARA TIMUR,-8.64686,121.17406,1997.716339249766
209,16,SUMATERA SELATAN,-3.32676,103.91272,61,KALIMANTAN BARAT,-0.21465,111.42314,903.5159959113689
210,16,SUMATERA SELATAN,-3.32676,103.91272,62,KALIMANTAN TENGAH,-1.72329,113.54711,1084.969545148524
211,16,SUMATERA SELATAN,-3.32676,103.91272,63,KALIMANTAN SELATAN,-3.01574,115.27913,1262.4192921372937
212,16,SUMATERA SELATAN,-3.32676,103.91272,64,KALIMANTAN TIMUR,0.48299,116.47902,1459.4546526595395
213,16,SUMATERA SELATAN,-3.32676,103.91272,65,KALIMANTAN UTARA,3.08549,116.04875,1525.6258564650639
214,16,SUMATERA SELATAN,-3.32676,103.91272,71,SULAWESI UTARA,0.63092,124.01862,2277.5270917255966
215,16,SUMATERA SELATAN,-3.32676,103.91272,72,SULAWESI TENGAH,-1.39519,121.45617,1960.7823128993691
216,16,SUMATERA SELATAN,-3.32676,103.91272,73,SULAWESI SELATAN,-3.67159,119.83888,1768.0008602930757
217,16,SUMATERA SELATAN,-3.32676,103.91272,74,SULAWESI TENGGARA,-4.06342,122.29421,2041.2754389899994
218,16,SUMATERA SELATAN,-3.32676,103.91272,75,GORONTALO,0.70103,122.48148,2111.8195031964815
219,16,SUMATERA SELATAN,-3.32676,103.91272,76,SULAWESI BARAT,-2.85719,119.04715,1681.2162301013082
220,16,SUMATERA SELATAN,-3.32676,103.91272,81,MALUKU,-3.26327,130.06423,2903.0353594722555
221,16,SUMATERA SELATAN,-3.32676,103.91272,82,MALUKU UTARA,1.61056,127.75427,2706.211190863249
